date,open,high,low,price_close,volume,close
2025-10-20,1.19,1.19,1.17,1.19,7444227,1.19
2025-10-17,1.19,1.2,1.18,1.19,10410989,1.19
2025-10-16,1.18,1.19,1.18,1.19,6641678,1.19
2025-10-15,1.18,1.18,1.17,1.18,9723090,1.18
2025-10-14,1.16,1.18,1.15,1.18,10123358,1.18
2025-10-13,1.15,1.16,1.14,1.16,10060687,1.16
2025-10-10,1.14,1.15,1.14,1.15,5451031,1.15
2025-10-09,1.14,1.14,1.13,1.14,3855682,1.14
2025-09-30,1.15,1.15,1.14,1.14,4841918,1.14
2025-09-29,1.15,1.16,1.14,1.15,3813359,1.15
2025-09-26,1.15,1.15,1.14,1.15,3064401,1.15
2025-09-25,1.16,1.16,1.15,1.15,2506558,1.15
2025-09-24,1.16,1.16,1.15,1.16,2965063,1.16
2025-09-23,1.15,1.16,1.14,1.16,4768138,1.16
2025-09-22,1.16,1.16,1.15,1.15,2838516,1.15
2025-09-19,1.15,1.16,1.15,1.16,3098748,1.16
2025-09-18,1.17,1.18,1.15,1.15,5756448,1.15
2025-09-17,1.17,1.18,1.17,1.18,3654209,1.18
2025-09-16,1.18,1.18,1.17,1.17,3846358,1.17
2025-09-15,1.18,1.18,1.17,1.17,4383281,1.17
2025-09-12,1.19,1.19,1.18,1.18,3039295,1.18
2025-09-11,1.19,1.19,1.18,1.19,3333541,1.19
2025-09-10,1.19,1.19,1.18,1.19,2204608,1.19
2025-09-09,1.19,1.19,1.18,1.19,2819114,1.19
2025-09-08,1.18,1.19,1.18,1.19,3027758,1.19
2025-09-05,1.19,1.19,1.18,1.19,3445357,1.19
2025-09-04,1.19,1.19,1.17,1.19,4805634,1.19
2025-09-03,1.2,1.2,1.18,1.19,4832740,1.19
2025-09-02,1.19,1.2,1.19,1.2,4048948,1.2
2025-09-01,1.19,1.2,1.19,1.19,4034757,1.19
2025-08-29,1.2,1.21,1.19,1.19,3285454,1.19
2025-08-28,1.2,1.2,1.19,1.2,3799989,1.2
2025-08-27,1.21,1.22,1.2,1.2,5072787,1.2
2025-08-26,1.22,1.22,1.21,1.22,3035343,1.22
2025-08-25,1.21,1.22,1.21,1.22,4499530,1.22
2025-08-22,1.21,1.21,1.2,1.21,3156459,1.21
2025-08-21,1.21,1.21,1.2,1.21,3916371,1.21
2025-08-20,1.2,1.21,1.19,1.21,3721719,1.21
2025-08-19,1.2,1.2,1.19,1.2,3514857,1.2
2025-08-18,1.19,1.2,1.19,1.2,5079024,1.2
2025-08-15,1.2,1.2,1.19,1.2,4575554,1.2
2025-08-14,1.2,1.21,1.2,1.2,3536393,1.2
2025-08-13,1.2,1.21,1.2,1.2,3705458,1.2
2025-08-12,1.2,1.21,1.2,1.2,2744768,1.2
2025-08-11,1.21,1.21,1.2,1.2,6401540,1.2
2025-08-08,1.21,1.21,1.2,1.21,2818922,1.21
2025-08-07,1.2,1.21,1.2,1.21,2982263,1.21
2025-08-06,1.2,1.2,1.2,1.2,3802381,1.2
2025-08-05,1.19,1.2,1.19,1.2,3992834,1.2
2025-08-04,1.18,1.19,1.18,1.19,4689917,1.19
2025-08-01,1.18,1.19,1.17,1.18,3575665,1.18
2025-07-31,1.19,1.19,1.18,1.18,5292901,1.18
2025-07-30,1.19,1.2,1.19,1.19,4335966,1.19
2025-07-29,1.2,1.2,1.19,1.19,4310558,1.19
2025-07-28,1.2,1.2,1.19,1.2,3788642,1.2
2025-07-25,1.21,1.21,1.2,1.2,5081028,1.2
2025-07-24,1.22,1.22,1.21,1.21,5796508,1.21
2025-07-23,1.22,1.23,1.22,1.22,4743945,1.22
2025-07-22,1.21,1.22,1.2,1.21,6377247,1.21
2025-07-21,1.21,1.22,1.21,1.21,4173355,1.21
2025-07-18,1.21,1.22,1.21,1.21,4452948,1.21
2025-07-17,1.21,1.21,1.21,1.21,6808947,1.21
2025-07-16,1.22,1.22,1.21,1.21,6124285,1.21
2025-07-15,1.23,1.23,1.21,1.22,5996822,1.22
2025-07-14,1.22,1.23,1.22,1.23,4879193,1.23
2025-07-11,1.23,1.24,1.22,1.22,7453726,1.22
2025-07-10,1.22,1.23,1.22,1.23,2608495,1.23
2025-07-09,1.21,1.23,1.21,1.22,4007273,1.22
2025-07-08,1.22,1.22,1.21,1.22,3488584,1.22
2025-07-07,1.21,1.22,1.21,1.22,3201919,1.22
2025-07-04,1.2,1.22,1.2,1.21,3853610,1.21
2025-07-03,1.2,1.21,1.2,1.2,3877320,1.2
2025-07-02,1.2,1.21,1.2,1.2,3436876,1.2
2025-07-01,1.19,1.2,1.19,1.2,3188777,1.2
2025-06-30,1.18,1.19,1.18,1.19,4212252,1.19
2025-06-27,1.21,1.21,1.19,1.19,7838908,1.19
2025-06-26,1.2,1.21,1.2,1.21,2749692,1.21
2025-06-25,1.19,1.2,1.19,1.2,2940735,1.2
2025-06-24,1.19,1.19,1.18,1.19,2604297,1.19
2025-06-23,1.18,1.19,1.17,1.19,2653469,1.19
2025-06-20,1.18,1.18,1.17,1.18,2566441,1.18
2025-06-19,1.18,1.18,1.17,1.18,2447781,1.18
2025-06-18,1.17,1.18,1.17,1.18,2896925,1.18
2025-06-17,1.18,1.18,1.17,1.17,2200686,1.17
2025-06-16,1.17,1.18,1.16,1.18,2333022,1.18
2025-06-13,1.18,1.18,1.17,1.17,7943733,1.17
2025-06-12,1.17,1.18,1.17,1.18,2143303,1.18
2025-06-11,1.17,1.17,1.17,1.17,1452589,1.17
2025-06-10,1.17,1.18,1.17,1.17,3009587,1.17
2025-06-09,1.17,1.17,1.16,1.17,5100966,1.17
2025-06-06,1.17,1.17,1.17,1.17,2281475,1.17
2025-06-05,1.17,1.18,1.16,1.17,7290635,1.17
2025-06-04,1.17,1.18,1.17,1.17,2275469,1.17
2025-06-03,1.16,1.17,1.16,1.17,2737945,1.17
2025-05-30,1.15,1.16,1.15,1.16,2741563,1.16
2025-05-29,1.15,1.16,1.15,1.15,4568498,1.15
2025-05-28,1.15,1.16,1.15,1.15,1860115,1.15
2025-05-27,1.15,1.15,1.15,1.15,2537202,1.15
2025-05-26,1.15,1.15,1.14,1.15,5154227,1.15
2025-05-23,1.16,1.17,1.15,1.15,3512245,1.15
2025-05-22,1.16,1.16,1.15,1.16,2312349,1.16
2025-05-21,1.15,1.16,1.15,1.16,2145223,1.16
2025-05-20,1.14,1.15,1.14,1.15,2413843,1.15
2025-05-19,1.14,1.15,1.14,1.14,1927285,1.14
2025-05-16,1.15,1.15,1.14,1.14,2708058,1.14
2025-05-15,1.15,1.16,1.15,1.15,2961505,1.15
2025-05-14,1.14,1.15,1.14,1.15,3371641,1.15
2025-05-13,1.13,1.15,1.13,1.14,2903447,1.14
2025-05-12,1.13,1.14,1.13,1.13,3641030,1.13
2025-05-09,1.12,1.13,1.12,1.13,3414349,1.13
2025-05-08,1.12,1.13,1.12,1.12,2688679,1.12
2025-05-07,1.11,1.12,1.11,1.12,2478784,1.12
2025-05-06,1.11,1.11,1.1,1.11,3644964,1.11
2025-04-30,1.13,1.13,1.11,1.11,7275387,1.11
2025-04-29,1.13,1.13,1.13,1.13,2492052,1.13
2025-04-28,1.12,1.13,1.12,1.13,4245755,1.13
2025-04-25,1.13,1.13,1.12,1.13,2450984,1.13
2025-04-24,1.12,1.13,1.12,1.13,3337050,1.13
2025-04-23,1.12,1.12,1.11,1.12,2740210,1.12
2025-04-22,1.12,1.12,1.11,1.12,2599283,1.12
2025-04-21,1.12,1.13,1.11,1.11,4548786,1.11
2025-04-18,1.12,1.12,1.12,1.12,2328792,1.12
2025-04-17,1.11,1.12,1.11,1.12,2406760,1.12
2025-04-16,1.1,1.12,1.1,1.12,3864371,1.12
2025-04-15,1.1,1.11,1.09,1.11,2331842,1.11
2025-04-14,1.09,1.1,1.09,1.1,2783425,1.1
2025-04-11,1.09,1.09,1.08,1.09,3542016,1.09
2025-04-10,1.09,1.1,1.08,1.09,4430997,1.09
2025-04-09,1.08,1.09,1.06,1.09,6359361,1.09
2025-04-08,1.07,1.09,1.06,1.09,5530893,1.09
2025-04-07,1.11,1.11,1.04,1.06,9033686,1.06
2025-04-03,1.12,1.13,1.12,1.13,3688667,1.13
2025-04-02,1.11,1.12,1.11,1.12,2553192,1.12
2025-04-01,1.11,1.12,1.11,1.12,2949802,1.12
2025-03-31,1.11,1.12,1.11,1.11,3728184,1.11
2025-03-28,1.12,1.12,1.11,1.11,3658647,1.11
2025-03-27,1.11,1.12,1.11,1.12,3381137,1.12
2025-03-26,1.11,1.12,1.11,1.11,3869195,1.11
2025-03-25,1.11,1.12,1.11,1.12,2773623,1.12
2025-03-24,1.1,1.11,1.1,1.11,2079479,1.11
2025-03-21,1.1,1.11,1.1,1.1,4079126,1.1
2025-03-20,1.11,1.11,1.1,1.11,3960304,1.11
2025-03-19,1.1,1.11,1.1,1.11,1700682,1.11
2025-03-18,1.11,1.11,1.1,1.1,2015759,1.1
2025-03-17,1.1,1.11,1.1,1.1,1999759,1.1
2025-03-14,1.09,1.1,1.09,1.1,2614531,1.1
2025-03-13,1.09,1.09,1.08,1.09,2722476,1.09
2025-03-12,1.08,1.09,1.08,1.09,1858186,1.09
2025-03-11,1.08,1.09,1.07,1.08,3266735,1.08
2025-03-10,1.09,1.09,1.08,1.08,2286356,1.08
2025-03-07,1.09,1.09,1.08,1.09,3810758,1.09
2025-03-06,1.09,1.09,1.08,1.09,4039856,1.09
2025-03-05,1.08,1.09,1.08,1.09,2201456,1.09
2025-03-04,1.08,1.09,1.08,1.08,1545811,1.08
2025-03-03,1.08,1.09,1.08,1.08,3837587,1.08
2025-02-28,1.09,1.09,1.08,1.08,3542247,1.08
2025-02-27,1.08,1.09,1.08,1.09,4632600,1.09
2025-02-26,1.07,1.08,1.07,1.08,3280706,1.08
2025-02-25,1.08,1.08,1.07,1.07,2460890,1.07
2025-02-24,1.08,1.08,1.08,1.08,2749712,1.08
2025-02-21,1.09,1.09,1.08,1.08,6919308,1.08
2025-02-20,1.09,1.09,1.09,1.09,3552135,1.09
2025-02-19,1.09,1.09,1.09,1.09,2624857,1.09
2025-02-18,1.09,1.1,1.09,1.1,4277275,1.1
2025-02-17,1.09,1.1,1.09,1.09,3689230,1.09
2025-02-14,1.09,1.1,1.09,1.09,3827126,1.09
2025-02-13,1.09,1.1,1.09,1.09,3400605,1.09
2025-02-12,1.09,1.09,1.08,1.09,3626286,1.09
2025-02-11,1.08,1.09,1.08,1.09,4218663,1.09
2025-02-10,1.08,1.08,1.08,1.08,3035317,1.08
2025-02-07,1.08,1.08,1.07,1.08,4614307,1.08
2025-02-06,1.08,1.08,1.07,1.08,3407471,1.08
2025-02-05,1.1,1.1,1.08,1.08,4061203,1.08
2025-01-27,1.09,1.1,1.08,1.1,2825034,1.1
2025-01-24,1.08,1.09,1.07,1.08,3222629,1.08
2025-01-23,1.07,1.08,1.07,1.08,3050142,1.08
2025-01-22,1.08,1.08,1.06,1.06,3288491,1.06
2025-01-21,1.09,1.09,1.07,1.08,2199804,1.08
2025-01-20,1.09,1.09,1.08,1.09,1918106,1.09
2025-01-17,1.09,1.09,1.08,1.08,2218250,1.08
2025-01-16,1.08,1.09,1.08,1.09,1474926,1.09
2025-01-15,1.07,1.09,1.07,1.08,2407234,1.08
2025-01-14,1.06,1.08,1.06,1.07,2732172,1.07
2025-01-13,1.07,1.07,1.05,1.06,3405709,1.06
2025-01-10,1.08,1.09,1.07,1.07,3149556,1.07
2025-01-09,1.09,1.09,1.08,1.08,3062338,1.08
2025-01-08,1.09,1.1,1.08,1.1,3164004,1.1
2025-01-07,1.09,1.09,1.08,1.09,3145316,1.09
2025-01-06,1.09,1.09,1.07,1.09,5208762,1.09
2025-01-03,1.1,1.11,1.08,1.09,5434431,1.09
2025-01-02,1.12,1.13,1.09,1.1,7048268,1.1
2024-12-31,1.13,1.14,1.12,1.12,4981641,1.12
2024-12-30,1.12,1.13,1.12,1.13,3633875,1.13
2024-12-27,1.12,1.12,1.11,1.12,3964643,1.12
2024-12-26,1.12,1.12,1.11,1.12,2361162,1.12
2024-12-25,1.12,1.13,1.12,1.12,3535162,1.12
2024-12-24,1.1,1.12,1.1,1.12,3657738,1.12
2024-12-23,1.1,1.11,1.1,1.11,3362035,1.11
2024-12-20,1.11,1.11,1.1,1.1,4558593,1.1
2024-12-19,1.12,1.12,1.11,1.11,5110160,1.11
2024-12-18,1.12,1.13,1.12,1.12,5096041,1.12
2024-12-17,1.12,1.13,1.11,1.11,5316433,1.11
2024-12-16,1.1,1.13,1.1,1.12,3878200,1.12
2024-12-13,1.12,1.12,1.1,1.1,2228306,1.1
2024-12-12,1.12,1.13,1.12,1.12,2364056,1.12
2024-12-11,1.12,1.13,1.12,1.12,2090417,1.12
2024-12-10,1.14,1.15,1.12,1.12,6454014,1.12
2024-12-09,1.12,1.13,1.11,1.12,5541493,1.12
2024-12-06,1.1,1.12,1.1,1.12,10718208,1.12
2024-12-05,1.1,1.11,1.1,1.1,4568294,1.1
2024-12-04,1.1,1.11,1.09,1.1,4748495,1.1
2024-12-03,1.09,1.1,1.08,1.1,3984755,1.1
2024-12-02,1.09,1.09,1.08,1.09,1879928,1.09
2024-11-29,1.08,1.09,1.08,1.09,1314755,1.09
2024-11-28,1.09,1.09,1.08,1.08,988231,1.08
2024-11-27,1.07,1.09,1.06,1.09,3514486,1.09
2024-11-26,1.07,1.08,1.07,1.07,2468478,1.07
2024-11-25,1.07,1.08,1.07,1.07,2663888,1.07
2024-11-22,1.1,1.1,1.07,1.07,2195338,1.07
2024-11-21,1.1,1.1,1.09,1.1,1814177,1.1
2024-11-20,1.09,1.1,1.09,1.1,1286981,1.1
2024-11-19,1.1,1.1,1.08,1.1,1527630,1.1
2024-11-18,1.08,1.11,1.08,1.1,3283326,1.1
2024-11-15,1.08,1.09,1.07,1.08,1384668,1.08
2024-11-14,1.08,1.09,1.08,1.08,1121125,1.08
2024-11-13,1.08,1.09,1.08,1.09,1452414,1.09
2024-11-12,1.09,1.1,1.08,1.08,2946644,1.08
2024-11-11,1.1,1.1,1.08,1.09,1500151,1.09
2024-11-08,1.12,1.12,1.09,1.1,2312510,1.1
2024-11-07,1.09,1.12,1.09,1.11,2833873,1.11
2024-11-06,1.1,1.1,1.09,1.1,2040750,1.1
2024-11-05,1.08,1.1,1.08,1.1,2131836,1.1
2024-11-04,1.08,1.09,1.07,1.09,1106048,1.09
2024-11-01,1.06,1.08,1.06,1.08,2057483,1.08
2024-10-31,1.06,1.07,1.06,1.06,3094210,1.06
2024-10-30,1.07,1.08,1.06,1.07,1635226,1.07
2024-10-29,1.09,1.09,1.07,1.07,1869235,1.07
2024-10-28,1.08,1.09,1.08,1.09,1609062,1.09
2024-10-25,1.09,1.09,1.08,1.09,1017512,1.09
2024-10-24,1.09,1.09,1.09,1.09,780740,1.09
2024-10-23,1.1,1.1,1.09,1.1,2551642,1.1
2024-10-22,1.09,1.1,1.09,1.1,1288379,1.1
2024-10-21,1.1,1.1,1.09,1.09,3922116,1.09
2024-10-18,1.09,1.11,1.08,1.1,4284343,1.1
2024-10-17,1.11,1.12,1.09,1.1,1860674,1.1
2024-10-16,1.08,1.12,1.08,1.11,2429611,1.11
2024-10-15,1.11,1.12,1.09,1.09,2202471,1.09
2024-10-14,1.09,1.12,1.09,1.11,3860666,1.11
2024-10-11,1.11,1.11,1.07,1.08,4553454,1.08
2024-10-10,1.05,1.13,1.05,1.1,5258854,1.1
2024-10-09,1.12,1.12,1.05,1.05,6026260,1.05
2024-10-08,1.22,1.24,1.11,1.14,4960306,1.14
2024-09-30,1.07,1.14,1.07,1.13,8563937,1.13
2024-09-27,1.07,1.08,1.04,1.06,3011192,1.06
2024-09-26,1.03,1.06,1.03,1.06,3788704,1.06
2024-09-25,1.03,1.05,1.03,1.03,3633597,1.03
2024-09-24,0.98,1.02,0.98,1.02,4495070,1.02
2024-09-23,0.96,0.98,0.96,0.97,2051718,0.97
2024-09-20,0.96,0.96,0.95,0.96,1559812,0.96
2024-09-19,0.96,0.96,0.95,0.96,1386529,0.96
2024-09-18,0.95,0.96,0.94,0.96,1812908,0.96
2024-09-13,0.95,0.96,0.95,0.95,2020806,0.95
2024-09-12,0.94,0.95,0.94,0.95,2544108,0.95
2024-09-11,0.96,0.97,0.94,0.94,2450383,0.94
2024-09-10,0.97,0.97,0.96,0.97,1999749,0.97
2024-09-09,0.98,0.98,0.96,0.97,2392488,0.97
2024-09-06,0.99,1.0,0.98,0.98,1564553,0.98
2024-09-05,0.99,1.0,0.99,0.99,1037923,0.99
2024-09-04,0.99,1.0,0.99,0.99,1321946,0.99
2024-09-03,1.01,1.01,0.99,1.0,1932464,1.0
2024-09-02,1.0,1.01,1.0,1.01,1685976,1.01
2024-08-30,1.01,1.02,1.0,1.0,2846214,1.0
2024-08-29,1.03,1.03,1.01,1.01,2945602,1.01
2024-08-28,1.04,1.04,1.03,1.03,1591946,1.03
2024-08-27,1.03,1.04,1.03,1.04,1463106,1.04
2024-08-26,1.03,1.03,1.02,1.03,2412149,1.03
2024-08-23,1.03,1.04,1.02,1.03,1734854,1.03
2024-08-22,1.03,1.04,1.03,1.03,1830956,1.03
2024-08-21,1.04,1.04,1.02,1.03,1807241,1.03
2024-08-20,1.05,1.05,1.03,1.04,1344896,1.04
2024-08-19,1.03,1.05,1.03,1.05,2191189,1.05
2024-08-16,1.03,1.03,1.03,1.03,1829661,1.03
2024-08-15,1.02,1.03,1.02,1.03,1593611,1.03
2024-08-14,1.02,1.02,1.02,1.02,1087149,1.02
2024-08-13,1.02,1.02,1.01,1.02,1203526,1.02
2024-08-12,1.01,1.02,1.01,1.02,1093747,1.02
2024-08-09,1.02,1.02,1.01,1.01,1087281,1.01
2024-08-08,1.01,1.01,1.01,1.01,935344,1.01
2024-08-07,1.01,1.02,1.0,1.01,1219792,1.01
2024-08-06,1.01,1.02,1.0,1.01,1948766,1.01
2024-08-05,1.02,1.03,1.01,1.01,2036130,1.01
2024-08-02,1.02,1.03,1.02,1.02,1612700,1.02
2024-08-01,1.02,1.03,1.02,1.03,1497218,1.03
2024-07-31,1.01,1.03,1.01,1.02,2131880,1.02
2024-07-30,1.02,1.02,1.01,1.01,1421796,1.01
2024-07-29,1.01,1.02,1.01,1.02,1328579,1.02
2024-07-26,1.02,1.03,1.01,1.02,1526349,1.02
2024-07-25,1.03,1.03,1.02,1.02,1705425,1.02
2024-07-24,1.03,1.04,1.02,1.03,1835225,1.03
2024-07-23,1.03,1.04,1.03,1.03,1540971,1.03
2024-07-22,1.04,1.04,1.02,1.03,2268352,1.03
2024-07-19,1.05,1.05,1.04,1.04,1981984,1.04
2024-07-18,1.05,1.05,1.04,1.05,1670942,1.05
2024-07-17,1.05,1.06,1.04,1.05,1096736,1.05
2024-07-16,1.06,1.06,1.05,1.05,1288408,1.05
2024-07-15,1.05,1.06,1.04,1.06,2038330,1.06
2024-07-12,1.05,1.05,1.04,1.05,3618035,1.05
2024-07-11,1.05,1.05,1.04,1.05,1609355,1.05
2024-07-10,1.06,1.06,1.04,1.04,3848583,1.04
2024-07-09,1.05,1.07,1.05,1.07,2164721,1.07
2024-07-08,1.06,1.06,1.05,1.05,2165033,1.05
2024-07-05,1.06,1.07,1.05,1.06,1867090,1.06
2024-07-04,1.07,1.08,1.06,1.06,1325878,1.06
2024-07-03,1.08,1.08,1.07,1.07,2199186,1.07
2024-07-02,1.08,1.08,1.07,1.08,2133977,1.08
2024-07-01,1.06,1.08,1.06,1.08,2014583,1.08
2024-06-28,1.05,1.06,1.04,1.06,3273726,1.06
2024-06-27,1.05,1.05,1.04,1.05,2339638,1.05
2024-06-26,1.04,1.05,1.04,1.05,1938458,1.05
2024-06-25,1.04,1.05,1.04,1.04,1600879,1.04
2024-06-24,1.05,1.05,1.03,1.04,1450021,1.04
2024-06-21,1.05,1.06,1.05,1.05,1214234,1.05
2024-06-20,1.05,1.05,1.05,1.05,1407511,1.05
2024-06-19,1.05,1.06,1.05,1.05,2029810,1.05
2024-06-18,1.04,1.05,1.04,1.05,1785188,1.05
2024-06-17,1.06,1.06,1.04,1.04,1790828,1.04
2024-06-14,1.05,1.06,1.05,1.06,1323256,1.06
2024-06-13,1.07,1.07,1.05,1.06,1702315,1.06
2024-06-12,1.05,1.07,1.05,1.07,1657816,1.07
2024-06-11,1.07,1.08,1.05,1.06,2282032,1.06
2024-06-07,1.07,1.08,1.06,1.08,1964046,1.08
2024-06-06,1.06,1.07,1.06,1.07,2074641,1.07
2024-06-05,1.08,1.08,1.06,1.06,2070208,1.06
2024-06-04,1.07,1.08,1.07,1.08,2023143,1.08
2024-06-03,1.08,1.08,1.07,1.07,1869284,1.07
2024-05-31,1.08,1.09,1.08,1.09,1345787,1.09
2024-05-30,1.09,1.1,1.08,1.08,2031720,1.08
2024-05-29,1.09,1.1,1.09,1.09,2145286,1.09
2024-05-28,1.1,1.1,1.09,1.09,2528860,1.09
2024-05-27,1.08,1.1,1.08,1.1,2066873,1.1
2024-05-24,1.07,1.09,1.07,1.08,2484445,1.08
2024-05-23,1.09,1.09,1.07,1.08,2449222,1.08
2024-05-22,1.09,1.1,1.09,1.09,1989113,1.09
2024-05-21,1.09,1.09,1.08,1.09,2371600,1.09
2024-05-20,1.08,1.09,1.08,1.09,2443983,1.09
2024-05-17,1.07,1.08,1.06,1.08,1605503,1.08
2024-05-16,1.07,1.07,1.07,1.07,1761702,1.07
2024-05-15,1.07,1.07,1.06,1.07,3559273,1.07
2024-05-14,1.07,1.07,1.06,1.07,1950948,1.07
2024-05-13,1.06,1.07,1.06,1.07,2951282,1.07
2024-05-10,1.06,1.07,1.06,1.07,2123880,1.07
2024-05-09,1.05,1.06,1.05,1.06,1675034,1.06
2024-05-08,1.04,1.06,1.04,1.05,2637057,1.05
2024-05-07,1.05,1.05,1.04,1.05,1704702,1.05
2024-05-06,1.04,1.05,1.04,1.05,2236476,1.05
2024-04-30,1.03,1.05,1.03,1.04,2877419,1.04
2024-04-29,1.04,1.04,1.03,1.04,12983285,1.04
2024-04-26,1.05,1.05,1.03,1.04,5013460,1.04
2024-04-25,1.04,1.05,1.04,1.05,1877485,1.05
2024-04-24,1.04,1.05,1.03,1.04,2128627,1.04
2024-04-23,1.06,1.06,1.04,1.05,3619366,1.05
2024-04-22,1.08,1.09,1.06,1.06,3500655,1.06
2024-04-19,1.07,1.09,1.07,1.08,2772687,1.08
2024-04-18,1.08,1.09,1.08,1.08,4505033,1.08
2024-04-17,1.06,1.08,1.05,1.08,3737670,1.08
2024-04-16,1.06,1.07,1.05,1.06,2742182,1.06
2024-04-15,1.04,1.07,1.04,1.06,3268639,1.06
2024-04-12,1.04,1.05,1.04,1.04,1703722,1.04
2024-04-11,1.03,1.05,1.03,1.04,2300679,1.04
2024-04-10,1.03,1.04,1.03,1.03,1693053,1.03
2024-04-09,1.03,1.04,1.03,1.03,1193677,1.03
2024-04-08,1.03,1.04,1.02,1.04,6237070,1.04
2024-04-03,1.03,1.03,1.02,1.03,4966159,1.03
2024-04-02,1.02,1.03,1.02,1.02,935867,1.02
2024-04-01,1.01,1.02,1.01,1.02,1390671,1.02
2024-03-29,1.0,1.02,1.0,1.02,2350912,1.02
2024-03-28,1.0,1.01,0.99,1.0,1146622,1.0
2024-03-27,1.0,1.01,1.0,1.0,2162568,1.0
2024-03-26,1.0,1.01,0.99,1.0,1358722,1.0
2024-03-25,1.0,1.01,1.0,1.0,1452677,1.0
2024-03-22,1.0,1.01,0.99,1.0,1356711,1.0
2024-03-21,1.0,1.01,1.0,1.01,1660843,1.01
2024-03-20,1.0,1.0,0.99,1.0,1129729,1.0
2024-03-19,1.0,1.0,0.99,0.99,897343,0.99
2024-03-18,1.0,1.0,0.99,1.0,1485705,1.0
2024-03-15,1.0,1.0,0.99,1.0,3053210,1.0
2024-03-14,0.99,1.0,0.99,1.0,1577178,1.0
2024-03-13,0.99,1.0,0.98,0.99,3095790,0.99
2024-03-12,1.02,1.02,0.99,1.0,4469738,1.0
2024-03-11,1.02,1.03,1.01,1.02,3933511,1.02
2024-03-08,1.02,1.03,1.02,1.03,2036054,1.03
2024-03-07,1.02,1.03,1.02,1.02,1175573,1.02
2024-03-06,1.02,1.03,1.02,1.02,1305557,1.02
2024-03-05,1.01,1.02,1.01,1.02,2495958,1.02
2024-03-04,1.0,1.01,1.0,1.01,1525870,1.01
2024-03-01,1.0,1.01,1.0,1.0,1320196,1.0
2024-02-29,1.0,1.01,0.99,1.0,1393833,1.0
2024-02-28,1.0,1.01,0.99,1.0,1959590,1.0
2024-02-27,1.0,1.01,0.99,1.0,1572080,1.0
2024-02-26,1.02,1.02,0.99,1.0,3543459,1.0
2024-02-23,1.02,1.03,1.02,1.02,1503529,1.02
2024-02-22,1.01,1.02,1.0,1.02,1619079,1.02
2024-02-21,1.0,1.02,1.0,1.01,3645283,1.01
2024-02-20,1.0,1.01,0.99,1.0,1802413,1.0
2024-02-19,0.97,1.0,0.97,1.0,2566606,1.0
2024-02-08,0.97,0.98,0.96,0.97,1988240,0.97
2024-02-07,0.96,0.98,0.95,0.97,3177168,0.97
2024-02-06,0.94,0.97,0.94,0.96,2893650,0.96
2024-02-05,0.94,0.95,0.93,0.95,3960890,0.95
2024-02-02,0.95,0.96,0.93,0.95,8634193,0.95
2024-02-01,0.96,0.96,0.94,0.95,1315366,0.95
2024-01-31,0.96,0.97,0.95,0.96,2237214,0.96
2024-01-30,0.97,0.97,0.96,0.96,2093586,0.96
2024-01-29,0.97,0.98,0.97,0.97,2420622,0.97
2024-01-26,0.95,0.97,0.95,0.97,2515718,0.97
2024-01-25,0.93,0.96,0.92,0.95,2342443,0.95
2024-01-24,0.9,0.93,0.9,0.93,1847208,0.93
2024-01-23,0.89,0.91,0.89,0.9,1888937,0.9
2024-01-22,0.92,0.92,0.89,0.9,3573096,0.9
2024-01-19,0.93,0.93,0.92,0.92,1494269,0.92
2024-01-18,0.94,0.94,0.9,0.93,3131709,0.93
2024-01-17,0.95,0.95,0.93,0.93,2764283,0.93
2024-01-16,0.94,0.95,0.94,0.95,2247587,0.95
2024-01-15,0.94,0.94,0.93,0.94,1735592,0.94
2024-01-12,0.93,0.94,0.93,0.93,1064067,0.93
2024-01-11,0.94,0.94,0.93,0.93,2876757,0.93
2024-01-10,0.94,0.94,0.94,0.94,1006328,0.94
2024-01-09,0.94,0.95,0.93,0.94,1732291,0.94
2024-01-08,0.94,0.95,0.94,0.94,2466271,0.94
2024-01-05,0.95,0.96,0.94,0.95,7835173,0.95
2024-01-04,0.94,0.95,0.94,0.95,2787012,0.95
2024-01-03,0.92,0.94,0.92,0.94,5676371,0.94
2024-01-02,0.91,0.93,0.91,0.93,1418845,0.93
2023-12-29,0.91,0.92,0.91,0.91,926120,0.91
2023-12-28,0.91,0.92,0.91,0.91,1003049,0.91
2023-12-27,0.9,0.91,0.9,0.91,655904,0.91
2023-12-26,0.91,0.91,0.91,0.91,1663328,0.91
2023-12-25,0.91,0.91,0.9,0.91,581641,0.91
2023-12-22,0.9,0.91,0.9,0.91,757919,0.91
2023-12-21,0.91,0.91,0.9,0.91,703163,0.91
2023-12-20,0.91,0.92,0.91,0.91,628929,0.91
2023-12-19,0.91,0.91,0.91,0.91,585921,0.91
2023-12-18,0.91,0.92,0.91,0.91,433974,0.91
2023-12-15,0.92,0.92,0.91,0.91,456735,0.91
2023-12-14,0.92,0.92,0.92,0.92,425394,0.92
2023-12-13,0.92,0.93,0.92,0.92,897795,0.92
2023-12-12,0.92,0.93,0.91,0.93,715243,0.93
2023-12-11,0.91,0.92,0.9,0.92,923386,0.92
2023-12-08,0.91,0.92,0.91,0.91,752788,0.91
2023-12-07,0.91,0.91,0.91,0.91,703695,0.91
2023-12-06,0.91,0.92,0.9,0.91,737463,0.91
