date,open,high,low,close,volume
2016-08-10,4799.83,4799.88,4771.98,4783.39,0
2016-08-11,4800.59,4813.36,4790.65,4803.31,0
2016-08-12,4794.35,4807.53,4790.49,4807.08,0
2016-08-15,4814.77,4837.67,4812.45,4827.12,0
2016-08-16,4814.21,4814.96,4796.92,4797.19,0
2016-08-17,4799.03,4807.05,4772.43,4805.45,0
2016-08-18,4802.33,4814.54,4794.29,4808.68,0
2016-08-19,4800.2,4816.0,4786.27,4806.14,0
2016-08-22,4797.95,4817.36,4791.06,4808.56,0
2016-08-23,4828.79,4836.45,4816.76,4818.48,0
2016-08-24,4812.49,4821.3,4770.73,4783.49,0
2016-08-25,4773.68,4792.47,4768.0,4775.43,0
2016-08-26,4782.46,4815.58,4758.1,4783.69,0
2016-08-29,4787.93,4804.42,4784.63,4791.09,0
2016-08-30,4787.77,4797.62,4760.28,4775.99,0
2016-08-31,4770.23,4775.19,4751.69,4771.05,0
2016-09-01,4774.81,4787.94,4750.24,4783.94,0
2016-09-02,4806.14,4816.7,4781.61,4798.74,0
2016-09-06,4806.66,4829.51,4797.34,4829.51,0
2016-09-07,4829.91,4839.59,4813.99,4831.86,0
2016-09-08,4816.48,4816.48,4791.22,4804.0,0
2016-09-09,4763.04,4773.77,4681.53,4681.53,0
2016-09-12,4656.59,4772.44,4656.51,4764.65,0
2016-09-13,4740.0,4756.2,4701.79,4722.84,0
2016-09-14,4726.75,4770.39,4726.75,4746.06,0
2016-09-15,4749.71,4826.02,4748.67,4819.9,0
2016-09-16,4811.79,4821.85,4794.2,4818.05,0
2016-09-19,4833.84,4843.76,4787.44,4796.07,0
2016-09-20,4813.78,4824.21,4797.78,4805.22,0
2016-09-21,4826.58,4858.57,4797.9,4853.75,0
2016-09-22,4879.28,4895.5,4876.37,4891.36,0
2016-09-23,4881.45,4882.42,4853.41,4858.91,0
2016-09-26,4830.17,4837.34,4812.32,4817.17,0
2016-09-27,4813.89,4868.38,4811.28,4866.71,0
2016-09-28,4871.84,4877.3,4850.04,4875.27,0
2016-09-29,4868.46,4875.52,4819.02,4838.3,0
2016-09-30,4856.1,4889.23,4846.9,4875.7,0
2016-10-03,4864.63,4872.14,4848.21,4866.63,0
2016-10-04,4880.57,4891.5,4841.72,4859.47,0
2016-10-05,4872.98,4891.35,4870.81,4877.75,0
2016-10-06,4871.95,4883.97,4851.53,4873.92,0
2016-10-07,4883.94,4884.7,4840.93,4864.52,0
2016-10-10,4887.73,4904.72,4885.59,4893.77,0
2016-10-11,4890.17,4890.17,4804.24,4821.91,0
2016-10-12,4824.27,4836.55,4806.33,4819.63,0
2016-10-13,4785.59,4816.33,4760.07,4803.1,0
2016-10-14,4828.9,4845.99,4806.73,4808.49,0
2016-10-17,4808.47,4814.88,4790.45,4796.17,0
2016-10-18,4849.91,4860.68,4837.31,4839.72,0
2016-10-19,4833.81,4845.07,4830.68,4836.61,0
2016-10-20,4831.31,4842.32,4805.84,4832.71,0
2016-10-21,4836.54,4853.61,4822.78,4851.86,0
2016-10-24,4884.16,4911.59,4880.77,4909.97,0
2016-10-25,4908.18,4911.76,4885.9,4891.45,0
2016-10-26,4863.52,4886.32,4846.44,4860.59,0
2016-10-27,4883.07,4885.83,4831.69,4836.45,0
2016-10-28,4820.5,4848.54,4794.07,4805.59,0
2016-10-31,4821.32,4823.92,4801.16,4801.27,0
2016-11-01,4810.3,4811.02,4726.35,4766.94,0
2016-11-02,4764.83,4773.65,4717.56,4726.91,0
2016-11-03,4718.53,4732.2,4673.05,4679.1,0
2016-11-04,4647.59,4697.94,4647.59,4660.46,0
2016-11-07,4737.99,4777.06,4731.79,4773.73,0
2016-11-08,4766.48,4824.97,4757.24,4804.92,0
2016-11-09,4748.9,4832.94,4747.35,4825.18,0
2016-11-10,4849.71,4855.79,4685.74,4747.03,0
2016-11-11,4729.14,4759.82,4711.96,4751.95,0
2016-11-14,4752.61,4753.27,4677.41,4702.04,0
2016-11-15,4733.57,4778.65,4727.98,4764.47,0
2016-11-16,4745.03,4794.57,4742.94,4792.27,0
2016-11-17,4789.78,4826.75,4781.72,4826.59,0
2016-11-18,4832.81,4840.81,4804.44,4808.04,0
2016-11-21,4822.03,4862.23,4819.57,4859.0,0
2016-11-22,4876.92,4884.63,4861.08,4873.84,0
2016-11-23,4856.72,4859.67,4832.59,4853.86,0
2016-11-25,4861.47,4870.9,4853.04,4870.02,0
2016-11-28,4861.73,4878.87,4852.71,4857.02,0
2016-11-29,4859.85,4896.57,4848.89,4873.21,0
2016-11-30,4876.3,4880.76,4810.81,4810.81,0
2016-12-01,4806.77,4810.44,4723.57,4734.1,0
2016-12-02,4734.38,4759.03,4721.41,4739.37,0
2016-12-05,4762.34,4795.28,4743.53,4778.14,0
2016-12-06,4786.06,4796.58,4769.39,4788.67,0
2016-12-07,4778.86,4854.32,4765.44,4851.94,0
2016-12-08,4849.75,4869.56,4843.04,4859.19,0
2016-12-09,4878.54,4897.24,4877.18,4895.9,0
2016-12-12,4878.04,4882.98,4854.27,4874.3,0
2016-12-13,4893.65,4960.48,4890.15,4935.84,0
2016-12-14,4943.64,4955.25,4910.76,4921.22,0
2016-12-15,4925.65,4959.9,4919.81,4933.41,0
2016-12-16,4945.04,4952.14,4904.38,4914.86,0
2016-12-19,4919.16,4963.0,4911.75,4934.85,0
2016-12-20,4948.34,4961.55,4944.32,4953.8,0
2016-12-21,4952.07,4957.45,4938.24,4948.9,0
2016-12-22,4948.36,4948.36,4917.33,4934.39,0
2016-12-23,4927.53,4940.04,4922.94,4940.02,0
2016-12-27,4948.92,4992.08,4947.59,4965.81,0
2016-12-28,4976.42,4978.43,4922.09,4926.29,0
2016-12-29,4923.92,4933.71,4903.28,4918.28,0
2016-12-30,4925.36,4927.16,4853.93,4863.62,0
2017-01-03,4900.85,4928.49,4884.52,4911.33,0
2017-01-04,4920.79,4944.74,4919.8,4937.2,0
2017-01-05,4936.35,4967.9,4935.34,4964.95,0
2017-01-06,4973.87,5020.7,4957.82,5007.08,0
2017-01-09,5013.82,5033.32,5009.45,5024.9,0
2017-01-10,5027.5,5049.83,5016.19,5035.17,0
2017-01-11,5033.88,5050.21,5012.65,5050.21,0
2017-01-12,5029.28,5044.36,4995.07,5041.43,0
2017-01-13,5047.56,5066.95,5045.92,5059.51,0
2017-01-17,5043.07,5053.2,5029.61,5044.65,0
2017-01-18,5050.26,5058.2,5039.18,5055.85,0
2017-01-19,5061.1,5078.41,5041.21,5051.17,0
2017-01-20,5070.15,5085.34,5050.02,5063.2,0
2017-01-23,5055.97,5073.24,5035.49,5065.7,0
2017-01-24,5079.61,5108.22,5068.37,5101.06,0
2017-01-25,5132.87,5153.18,5129.0,5151.47,0
2017-01-26,5164.12,5168.2,5148.85,5156.92,0
2017-01-27,5169.49,5172.43,5150.18,5168.06,0
2017-01-30,5146.41,5146.88,5098.34,5129.33,0
2017-01-31,5107.47,5116.8,5086.33,5116.77,0
2017-02-01,5157.83,5162.46,5128.9,5152.69,0
2017-02-02,5141.28,5162.56,5128.76,5147.7,0
2017-02-03,5153.61,5165.47,5147.58,5161.6,0
2017-02-06,5154.18,5167.96,5148.06,5167.96,0
2017-02-07,5178.85,5196.27,5174.34,5185.88,0
2017-02-08,5176.5,5201.57,5168.98,5196.58,0
2017-02-09,5200.17,5221.62,5196.07,5212.16,0
2017-02-10,5219.81,5234.27,5212.83,5226.69,0
2017-02-13,5242.49,5262.42,5241.0,5256.82,0
2017-02-14,5251.36,5271.1,5238.69,5271.07,0
2017-02-15,5266.12,5304.34,5264.44,5302.39,0
2017-02-16,5306.38,5316.79,5287.54,5300.64,0
2017-02-17,5295.49,5324.72,5291.7,5324.72,0
2017-02-21,5334.57,5353.16,5330.47,5350.73,0
2017-02-22,5345.18,5354.73,5335.8,5352.13,0
2017-02-23,5358.03,5358.53,5309.99,5332.37,0
2017-02-24,5305.23,5343.31,5304.01,5343.31,0
2017-02-27,5330.56,5347.88,5322.13,5347.55,0
2017-02-28,5344.18,5347.47,5316.7,5330.31,0
2017-03-01,5368.65,5398.43,5355.38,5390.99,0
2017-03-02,5386.34,5387.73,5355.53,5363.26,0
2017-03-03,5355.21,5373.48,5344.48,5373.48,0
2017-03-06,5352.61,5368.27,5338.61,5360.31,0
2017-03-07,5348.2,5373.26,5341.43,5351.28,0
2017-03-08,5351.35,5375.77,5348.73,5359.8,0
2017-03-09,5355.78,5370.66,5336.08,5363.98,0
2017-03-10,5390.46,5394.66,5364.1,5385.9,0
2017-03-13,5387.73,5396.39,5382.02,5394.57,0
2017-03-14,5382.79,5384.88,5360.7,5382.17,0
2017-03-15,5392.48,5426.84,5375.88,5416.25,0
2017-03-16,5421.46,5423.66,5399.27,5412.08,0
2017-03-17,5413.47,5423.28,5406.81,5408.76,0
2017-03-20,5406.02,5426.47,5400.16,5413.31,0
2017-03-21,5433.28,5439.58,5328.71,5332.53,0
2017-03-22,5332.64,5372.27,5327.25,5367.55,0
2017-03-23,5356.71,5375.43,5346.3,5355.14,0
2017-03-24,5376.74,5392.28,5345.94,5364.0,0
2017-03-27,5320.96,5383.22,5316.02,5374.27,0
2017-03-28,5371.9,5422.25,5363.29,5407.21,0
2017-03-29,5410.14,5433.36,5405.1,5430.27,0
2017-03-30,5430.31,5446.51,5425.3,5439.74,0
2017-03-31,5430.99,5451.5,5427.5,5436.23,0
2017-04-03,5440.2,5453.44,5403.31,5432.2,0
2017-04-04,5415.53,5441.34,5415.3,5440.41,0
2017-04-05,5447.27,5479.86,5409.04,5418.52,0
2017-04-06,5423.65,5435.06,5407.87,5420.88,0
2017-04-07,5420.94,5434.18,5400.08,5418.37,0
2017-04-10,5423.57,5442.71,5406.58,5421.68,0
2017-04-11,5413.91,5422.79,5359.14,5398.4,0
2017-04-12,5394.61,5399.55,5370.24,5377.03,0
2017-04-13,5370.69,5398.99,5353.59,5353.59,0
2017-04-17,5369.21,5399.2,5367.59,5399.2,0
2017-04-18,5383.74,5405.54,5377.91,5391.66,0
2017-04-19,5416.3,5431.0,5392.28,5399.64,0
2017-04-20,5422.47,5455.88,5413.32,5443.53,0
2017-04-21,5447.28,5450.81,5430.22,5442.05,0
2017-04-24,5503.27,5513.57,5494.46,5508.03,0
2017-04-25,5523.48,5557.93,5521.52,5548.19,0
2017-04-26,5553.6,5563.97,5537.99,5541.09,0
2017-04-27,5555.27,5573.26,5551.55,5571.28,0
2017-04-28,5598.47,5600.0,5575.21,5583.53,0
2017-05-01,5602.44,5640.48,5600.31,5629.63,0
2017-05-02,5642.41,5645.08,5625.49,5644.07,0
2017-05-03,5624.87,5629.78,5608.16,5625.16,0
2017-05-04,5623.57,5633.49,5606.05,5626.32,0
2017-05-05,5640.78,5646.09,5619.6,5646.09,0
2017-05-08,5649.18,5659.07,5638.0,5659.07,0
2017-05-09,5667.98,5691.21,5664.0,5678.31,0
2017-05-10,5681.33,5683.64,5661.44,5681.68,0
2017-05-11,5662.59,5675.5,5637.4,5674.22,0
2017-05-12,5683.58,5687.42,5672.03,5686.81,0
2017-05-15,5687.97,5706.61,5683.1,5704.48,0
2017-05-16,5715.15,5724.71,5699.41,5724.44,0
2017-05-17,5673.62,5688.74,5578.16,5580.55,0
2017-05-18,5569.81,5645.08,5568.47,5626.31,0
2017-05-19,5640.71,5673.63,5640.68,5651.56,0
2017-05-22,5662.95,5701.05,5661.59,5699.4,0
2017-05-23,5714.94,5716.55,5690.2,5703.35,0
2017-05-24,5720.83,5732.57,5705.17,5730.3,0
2017-05-25,5748.29,5793.13,5738.82,5778.37,0
2017-05-26,5782.17,5790.19,5771.71,5788.36,0
2017-05-30,5785.38,5799.99,5781.37,5794.63,0
2017-05-31,5812.97,5813.26,5762.56,5788.8,0
2017-06-01,5804.17,5816.6,5779.89,5816.51,0
2017-06-02,5834.41,5881.46,5825.74,5881.46,0
2017-06-05,5881.21,5888.92,5871.09,5878.12,0
2017-06-06,5869.48,5890.88,5848.32,5856.77,0
2017-06-07,5871.77,5883.19,5845.96,5877.59,0
2017-06-08,5894.75,5895.18,5852.65,5885.3,0
2017-06-09,5891.67,5897.69,5657.76,5741.94,0
2017-06-12,5677.16,5716.2,5633.34,5708.18,0
2017-06-13,5740.21,5760.54,5709.17,5751.82,0
2017-06-14,5774.12,5774.19,5682.35,5727.07,0
2017-06-15,5661.36,5707.37,5634.58,5700.89,0
2017-06-16,5694.21,5695.74,5656.62,5681.48,0
2017-06-19,5729.54,5776.37,5724.49,5772.22,0
2017-06-20,5762.99,5772.17,5725.01,5726.31,0
2017-06-21,5740.58,5784.92,5737.01,5782.39,0
2017-06-22,5787.43,5802.46,5767.87,5779.87,0
2017-06-23,5775.03,5810.31,5759.7,5803.11,0
2017-06-26,5832.31,5845.15,5765.87,5777.59,0
2017-06-27,5752.72,5761.04,5671.6,5671.6,0
2017-06-28,5693.48,5757.23,5660.53,5753.03,0
2017-06-29,5723.31,5723.66,5599.44,5653.02,0
2017-06-30,5676.4,5681.9,5637.74,5646.92,0
2017-07-03,5680.36,5684.98,5592.53,5596.96,0
2017-07-05,5611.0,5663.6,5593.66,5648.82,0
2017-07-06,5606.42,5628.84,5579.64,5597.9,0
2017-07-07,5618.85,5673.02,5618.85,5656.47,0
2017-07-10,5662.71,5708.62,5650.26,5694.15,0
2017-07-11,5687.03,5717.91,5667.27,5709.8,0
2017-07-12,5757.2,5785.0,5749.65,5778.95,0
2017-07-13,5785.32,5806.18,5776.62,5793.36,0
2017-07-14,5815.04,5844.8,5799.85,5838.08,0
2017-07-17,5845.82,5860.64,5830.25,5839.74,0
2017-07-18,5832.92,5880.55,5818.2,5880.1,0
2017-07-19,5898.4,5922.37,5895.54,5916.16,0
2017-07-20,5929.58,5932.61,5896.61,5921.22,0
2017-07-21,5905.6,5921.52,5890.25,5921.52,0
2017-07-24,5920.93,5950.58,5912.74,5941.37,0
2017-07-25,5927.1,5945.06,5916.29,5930.65,0
2017-07-26,5944.16,5954.38,5939.17,5950.73,0
2017-07-27,5994.02,5995.77,5847.05,5917.03,0
2017-07-28,5883.7,5918.31,5868.92,5908.92,0
2017-07-31,5928.68,5932.37,5871.79,5880.33,0
2017-08-01,5900.64,5905.29,5880.45,5895.17,0
2017-08-02,5934.07,5936.15,5859.62,5914.23,0
2017-08-03,5915.73,5917.47,5879.72,5891.2,0
2017-08-04,5899.69,5912.56,5877.06,5899.91,0
2017-08-07,5909.45,5936.79,5903.75,5934.73,0
2017-08-08,5922.64,5972.93,5910.5,5926.35,0
2017-08-09,5879.55,5920.96,5866.17,5919.39,0
2017-08-10,5880.13,5887.27,5783.36,5788.19,0
2017-08-11,5792.32,5844.61,5785.26,5831.53,0
2017-08-14,5878.64,5916.33,5878.0,5908.17,0
2017-08-15,5917.29,5919.75,5893.85,5907.73,0
2017-08-16,5920.68,5944.98,5899.56,5917.42,0
2017-08-17,5896.31,5903.87,5796.32,5796.32,0
2017-08-18,5803.9,5831.08,5770.14,5790.91,0
2017-08-21,5791.04,5804.3,5750.5,5786.54,0
2017-08-22,5817.29,5879.0,5817.02,5873.33,0
2017-08-23,5842.16,5864.78,5840.71,5851.78,0
2017-08-24,5863.99,5871.87,5802.77,5834.44,0
2017-08-25,5854.31,5870.47,5815.6,5822.53,0
2017-08-28,5839.27,5852.8,5821.87,5838.08,0
2017-08-29,5785.29,5871.79,5785.22,5862.14,0
2017-08-30,5870.88,5940.57,5865.34,5932.9,0
2017-08-31,5948.74,5995.45,5945.95,5988.6,0
2017-09-01,6001.82,6009.61,5972.27,5987.9,0
2017-09-05,5966.64,5980.91,5890.25,5932.73,0
2017-09-06,5949.54,5964.38,5909.92,5951.13,0
2017-09-07,5960.44,5980.15,5943.89,5964.31,0
2017-09-08,5957.19,5958.81,5907.96,5913.37,0
2017-09-11,5962.35,5990.87,5960.87,5980.53,0
2017-09-12,5998.74,6002.97,5968.09,5995.64,0
2017-09-13,5982.85,6004.47,5974.88,6004.38,0
2017-09-14,5981.85,5997.23,5965.06,5968.82,0
2017-09-15,5965.66,6009.44,5957.85,5988.0,0
2017-09-18,5997.51,6012.95,5963.17,5981.12,0
2017-09-19,5991.93,5998.24,5971.17,5991.08,0
2017-09-20,5987.72,5994.53,5927.7,5973.6,0
2017-09-21,5965.6,5965.6,5915.74,5934.91,0
2017-09-22,5912.19,5937.59,5911.48,5932.32,0
2017-09-25,5904.06,5908.57,5839.89,5867.35,0
2017-09-26,5893.18,5908.47,5862.99,5881.34,0
2017-09-27,5912.96,5957.75,5900.35,5937.79,0
2017-09-28,5920.65,5939.22,5908.62,5933.07,0
2017-09-29,5941.78,5980.22,5930.82,5979.3,0
2017-10-02,5988.96,6005.2,5955.83,5981.92,0
2017-10-03,5986.85,5999.19,5976.65,5995.06,0
2017-10-04,5983.31,6009.81,5976.12,5998.84,0
2017-10-05,6018.27,6059.21,6014.77,6057.14,0
2017-10-06,6037.44,6064.67,6037.02,6064.57,0
2017-10-09,6071.96,6078.8,6051.33,6058.53,0
2017-10-10,6078.27,6084.14,6036.72,6063.52,0
2017-10-11,6062.73,6082.25,6052.44,6081.25,0
2017-10-12,6072.21,6093.76,6063.47,6069.99,0
2017-10-13,6094.72,6100.06,6087.03,6092.45,0
2017-10-16,6108.66,6115.53,6095.63,6114.53,0
2017-10-17,6111.32,6122.82,6103.66,6122.61,0
2017-10-18,6128.91,6129.49,6106.85,6114.35,0
2017-10-19,6074.28,6092.87,6051.47,6092.62,0
2017-10-20,6114.46,6122.56,6102.16,6108.82,0
2017-10-23,6122.24,6122.24,6061.08,6067.83,0
2017-10-24,6078.02,6090.89,6057.69,6080.22,0
2017-10-25,6069.35,6087.58,6011.24,6055.04,0
2017-10-26,6056.05,6066.61,6035.95,6037.87,0
2017-10-27,6138.23,6223.51,6129.79,6213.47,0
2017-10-30,6209.8,6250.85,6202.53,6227.59,0
2017-10-31,6241.88,6258.42,6229.15,6248.56,0
2017-11-01,6274.26,6276.66,6224.58,6248.65,0
2017-11-02,6238.29,6243.74,6194.58,6236.39,0
2017-11-03,6266.19,6297.62,6237.65,6295.58,0
2017-11-06,6292.15,6318.58,6291.84,6313.61,0
2017-11-07,6314.69,6328.58,6299.53,6320.78,0
2017-11-08,6319.03,6346.98,6308.62,6345.81,0
2017-11-09,6295.29,6315.16,6248.29,6312.21,0
2017-11-10,6297.15,6313.17,6284.22,6309.07,0
2017-11-13,6286.01,6325.18,6285.97,6316.18,0
2017-11-14,6293.33,6300.46,6263.77,6293.64,0
2017-11-15,6261.27,6276.8,6227.99,6258.36,0
2017-11-16,6293.46,6352.47,6293.46,6339.14,0
2017-11-17,6343.64,6345.56,6308.48,6314.51,0
2017-11-20,6319.57,6324.59,6301.88,6308.61,0
2017-11-21,6336.91,6380.07,6336.26,6378.63,0
2017-11-22,6384.13,6391.16,6371.74,6386.12,0
2017-11-24,6393.33,6410.77,6389.4,6409.29,0
2017-11-27,6409.52,6420.21,6392.01,6405.97,0
2017-11-28,6419.48,6426.04,6385.32,6422.56,0
2017-11-29,6412.69,6412.69,6279.36,6311.37,0
2017-11-30,6337.34,6374.19,6321.43,6365.56,0
2017-12-01,6325.61,6365.3,6244.84,6337.87,0
2017-12-04,6380.68,6380.77,6256.81,6263.7,0
2017-12-05,6242.47,6337.06,6235.77,6265.11,0
2017-12-06,6243.72,6304.1,6234.22,6293.05,0
2017-12-07,6300.64,6333.29,6290.65,6316.28,0
2017-12-08,6364.6,6377.55,6335.23,6344.57,0
2017-12-11,6351.24,6394.43,6347.91,6393.89,0
2017-12-12,6389.47,6403.5,6371.69,6383.65,0
2017-12-13,6405.41,6416.83,6388.41,6394.67,0
2017-12-14,6407.25,6423.68,6386.25,6389.91,0
2017-12-15,6405.15,6470.92,6405.03,6466.32,0
2017-12-18,6504.89,6522.7,6495.18,6513.27,0
2017-12-19,6505.35,6510.87,6462.79,6480.67,0
2017-12-20,6504.55,6504.55,6447.93,6472.48,0
2017-12-21,6481.08,6501.52,6467.78,6472.69,0
2017-12-22,6462.55,6467.83,6449.0,6465.17,0
2017-12-26,6427.32,6438.24,6407.99,6433.16,0
2017-12-27,6437.06,6448.94,6425.92,6435.15,0
2017-12-28,6449.52,6452.07,6432.68,6441.42,0
2017-12-29,6439.9,6442.53,6396.42,6396.42,0
2018-01-02,6431.59,6513.02,6417.75,6511.34,0
2018-01-03,6520.03,6579.25,6519.26,6575.8,0
2018-01-04,6595.75,6603.17,6576.92,6584.58,0
2018-01-05,6613.12,6654.98,6605.03,6653.29,0
2018-01-08,6651.68,6680.32,6649.2,6676.63,0
2018-01-09,6692.87,6696.12,6658.27,6677.94,0
2018-01-10,6640.66,6663.51,6619.35,6662.66,0
2018-01-11,6675.69,6708.49,6664.74,6708.49,0
2018-01-12,6699.32,6763.98,6695.52,6758.54,0
2018-01-16,6807.85,6835.79,6719.11,6737.14,0
2018-01-17,6767.85,6820.04,6738.45,6810.28,0
2018-01-18,6804.59,6826.79,6784.72,6811.38,0
2018-01-19,6829.04,6843.24,6801.59,6834.33,0
2018-01-22,6829.55,6906.28,6822.85,6906.28,0
2018-01-23,6928.27,6969.4,6926.37,6963.46,0
2018-01-24,6975.38,6992.91,6880.68,6919.35,0
2018-01-25,6965.01,6967.6,6894.84,6916.3,0
2018-01-26,6956.66,7022.97,6941.48,7022.97,0
2018-01-29,7000.68,7020.64,6974.7,6988.32,0
2018-01-30,6910.39,6958.79,6894.63,6930.73,0
2018-01-31,6972.81,6983.61,6915.48,6949.99,0
2018-02-01,6910.57,6970.76,6879.02,6901.5,0
2018-02-02,6866.38,6889.07,6756.54,6760.29,0
2018-02-05,6687.47,6807.96,6495.39,6495.92,0
2018-02-06,6378.6,6673.41,6370.48,6665.98,0
2018-02-07,6632.98,6716.25,6581.38,6582.02,0
2018-02-08,6595.81,6606.05,6304.18,6306.1,0
2018-02-09,6395.16,6453.43,6164.43,6412.68,0
2018-02-12,6477.04,6565.28,6424.3,6523.85,0
2018-02-13,6482.77,6567.62,6478.41,6553.86,0
2018-02-14,6523.26,6684.15,6520.39,6675.03,0
2018-02-15,6734.34,6795.92,6665.92,6794.92,0
2018-02-16,6778.28,6840.6,6758.51,6770.66,0
2018-02-20,6742.15,6838.0,6740.48,6779.69,0
2018-02-21,6808.6,6879.47,6759.22,6759.26,0
2018-02-22,6793.08,6826.01,6744.05,6761.85,0
2018-02-23,6816.43,6897.53,6789.02,6896.6,0
2018-02-26,6933.82,6989.36,6927.46,6989.1,0
2018-02-27,6984.83,7003.13,6900.35,6900.35,0
2018-02-28,6945.2,6964.16,6854.42,6854.42,0
2018-03-01,6862.94,6892.38,6687.44,6750.54,0
2018-03-02,6661.91,6820.37,6645.03,6811.04,0
2018-03-05,6777.63,6901.63,6753.83,6881.28,0
2018-03-06,6919.79,6937.03,6872.06,6913.02,0
2018-03-07,6855.57,6935.48,6850.91,6929.39,0
2018-03-08,6955.85,6971.0,6931.35,6966.43,0
2018-03-09,7014.84,7101.31,7007.3,7101.18,0
2018-03-12,7122.47,7156.25,7108.04,7131.12,0
2018-03-13,7172.25,7186.09,7025.83,7046.51,0
2018-03-14,7077.85,7084.07,7012.57,7040.98,0
2018-03-15,7050.66,7075.55,7010.01,7030.97,0
2018-03-16,7058.12,7061.67,7011.69,7019.95,0
2018-03-19,6945.97,6949.02,6806.16,6864.88,0
2018-03-20,6871.09,6902.23,6845.85,6885.92,0
2018-03-21,6863.29,6930.7,6828.88,6853.45,0
2018-03-22,6763.94,6809.94,6679.35,6682.26,0
2018-03-23,6683.19,6708.58,6507.84,6508.09,0
2018-03-26,6644.4,6760.65,6538.79,6753.83,0
2018-03-27,6791.39,6793.5,6479.56,6529.84,0
2018-03-28,6488.02,6559.88,6410.04,6460.81,0
2018-03-29,6493.51,6640.76,6435.67,6581.13,0
2018-04-02,6528.23,6560.96,6322.6,6390.84,0
2018-04-03,6448.05,6485.27,6343.9,6458.83,0
2018-04-04,6326.54,6578.56,6326.54,6560.06,0
2018-04-05,6619.22,6632.21,6550.28,6594.84,0
2018-04-06,6514.48,6587.36,6402.03,6433.21,0
2018-04-09,6488.48,6604.26,6466.04,6472.34,0
2018-04-10,6585.52,6639.97,6534.89,6615.87,0
2018-04-11,6578.84,6650.29,6574.88,6583.44,0
2018-04-12,6627.32,6682.69,6618.81,6656.26,0
2018-04-13,6696.02,6703.31,6598.34,6628.34,0
2018-04-16,6675.92,6699.76,6633.08,6675.18,0
2018-04-17,6738.65,6834.31,6729.79,6816.37,0
2018-04-18,6824.58,6856.96,6788.32,6833.21,0
2018-04-19,6793.07,6815.04,6749.07,6774.89,0
2018-04-20,6754.67,6757.68,6642.83,6667.75,0
2018-04-23,6699.16,6721.65,6613.55,6648.8,0
2018-04-24,6680.88,6688.89,6464.74,6509.05,0
2018-04-25,6514.32,6540.76,6426.57,6513.94,0
2018-04-26,6606.61,6673.65,6579.12,6649.65,0
2018-04-27,6748.59,6750.78,6619.26,6656.35,0
2018-04-30,6669.44,6712.5,6593.6,6605.57,0
2018-05-01,6592.93,6685.41,6578.26,6681.96,0
2018-05-02,6694.52,6715.96,6637.96,6644.48,0
